,Sale Price,Building Class At Time Of Sale,City,Neighbourhood,z_value_prices
17270,840000.0,A2,brooklyn,Mill Basin / Marine Park,-0.10385781909001904
17273,640000.0,A5,brooklyn,Mill Basin / Marine Park,-0.1132303947704149
17275,660000.0,A5,brooklyn,Mill Basin / Marine Park,-0.11229313720237531
17277,900000.0,B9,brooklyn,Mill Basin / Marine Park,-0.10104604638590027
17278,965000.0,B9,brooklyn,Mill Basin / Marine Park,-0.09799995928977162
17282,10.0,B1,brooklyn,Mill Basin / Marine Park,-0.14322216831889764
17285,1090000.0,B1,brooklyn,Mill Basin / Marine Park,-0.0921420994895242
17287,989000.0,B9,brooklyn,Mill Basin / Marine Park,-0.09687525020812411
17288,990000.0,B1,brooklyn,Mill Basin / Marine Park,-0.09682838732972213
17291,650000.0,B9,brooklyn,Mill Basin / Marine Park,-0.1127617659863951
17292,10.0,B1,brooklyn,Mill Basin / Marine Park,-0.14322216831889764
17293,680000.0,B2,brooklyn,Mill Basin / Marine Park,-0.11135587963433573
17294,670000.0,B2,brooklyn,Mill Basin / Marine Park,-0.11182450841835552
17297,915000.0,B2,brooklyn,Mill Basin / Marine Park,-0.10034310320987058
17299,900000.0,S2,brooklyn,Mill Basin / Marine Park,-0.10104604638590027
17300,900000.0,B2,brooklyn,Mill Basin / Marine Park,-0.10104604638590027
17301,10.0,B2,brooklyn,Mill Basin / Marine Park,-0.14322216831889764
17305,1300000.0,B2,brooklyn,Mill Basin / Marine Park,-0.08230089502510854
17307,998000.0,B2,brooklyn,Mill Basin / Marine Park,-0.0964534843025063
17308,999000.0,B9,brooklyn,Mill Basin / Marine Park,-0.09640662142410432
17312,800000.0,B9,brooklyn,Mill Basin / Marine Park,-0.1057323342260982
17314,959000.0,B2,brooklyn,Mill Basin / Marine Park,-0.09828113656018349
17316,863000.0,B1,brooklyn,Mill Basin / Marine Park,-0.10277997288677351
17319,1600000.0,V0,brooklyn,Mill Basin / Marine Park,-0.06824203150451474
17322,5000000.0,G9,brooklyn,Mill Basin / Marine Park,0.09109175506221495
17325,1500000.0,B9,brooklyn,Clinton Hill / Fort Greene,-0.07292831934471268
17327,950000.0,B2,brooklyn,Clinton Hill / Fort Greene,-0.09870290246580131
17328,1450000.0,C0,brooklyn,Clinton Hill / Fort Greene,-0.07527146326481164
17330,1448193.0,C0,brooklyn,Clinton Hill / Fort Greene,-0.07535614448608402
17334,60655.0,D4,brooklyn,Clinton Hill / Fort Greene,-0.1403801690582096
17335,60584.0,D4,brooklyn,Clinton Hill / Fort Greene,-0.14038349632257616
17336,977000.0,R4,brooklyn,Clinton Hill / Fort Greene,-0.09743760474894786
17337,3.0,S3,brooklyn,Clinton Hill / Fort Greene,-0.14322249635904646
17339,1153500.0,R1,brooklyn,Clinton Hill / Fort Greene,-0.08916630671099851
17340,895000.0,R1,brooklyn,Clinton Hill / Fort Greene,-0.10128036077791017
17341,809509.0,R1,brooklyn,Clinton Hill / Fort Greene,-0.10528671511537378
17342,3225000.0,K2,brooklyn,Clinton Hill / Fort Greene,0.007910145898701657
17343,4887500.0,F5,brooklyn,Clinton Hill / Fort Greene,0.08581968124199228
17344,7200000.0,G7,brooklyn,Clinton Hill / Fort Greene,0.19419008754656947
17348,875000.0,S1,brooklyn,Bedford-Stuyvesant (South),-0.10221761834594975
17350,400000.0,S1,brooklyn,Bedford-Stuyvesant (South),-0.12447748558688994
17353,200000.0,A9,brooklyn,Bedford-Stuyvesant (South),-0.1338500612672858
17354,87500.0,A9,brooklyn,Bedford-Stuyvesant (South),-0.13912213508750848
17355,795000.0,A9,brooklyn,Bedford-Stuyvesant (South),-0.1059666486181081
17356,500000.0,A9,brooklyn,Bedford-Stuyvesant (South),-0.119791197746692
17357,375000.0,A4,brooklyn,Bedford-Stuyvesant (South),-0.12564905754693942
17358,445000.0,S1,brooklyn,East New York,-0.12236865605880086
17359,1326000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.08108246018665707
17360,557500.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.11709658223857819
17361,50700.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.1408466890127013
17362,662000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.11219941144557136
17364,465000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.12143139849076127
17365,1050000.0,S2,brooklyn,Bedford-Stuyvesant (South),-0.09401661462560337
17366,25000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.14205106498763218
17367,25000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.14205106498763218
17368,445000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.12236865605880086
17369,979000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.0973438789921439
17372,1700000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06355574366431681
17373,770000.0,S2,brooklyn,Bedford-Stuyvesant (South),-0.10713822057815758
17375,849000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.10343605318440122
17377,740000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10854410693021696
17378,850000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10338919030599923
17379,729000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10905959859263874
17380,760000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10760684936217738
17381,1230000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.0855812965132471
17382,763989.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10741991334023188
17386,625000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.11393333794644459
17389,950000.0,S2,brooklyn,Bushwick (South),-0.09870290246580131
17390,990000.0,B2,brooklyn,Bushwick (South),-0.09682838732972213
17391,10.0,B1,brooklyn,Bushwick (South),-0.14322216831889764
17394,845000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.10362350469800914
17395,980000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.09729701611374193
17397,20000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.14228537937964209
17402,935518.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09938157067081876
17403,2075000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.045982164263574564
17404,1080000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.092610728273544
17405,1760000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.060743970960198054
17406,1425000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.07644303522486112
17407,1065000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.09331367144957368
17409,1765000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.06050965656818816
17410,720000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.10948136449825654
17411,1475000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.07409989130476216
17412,850000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.10338919030599923
17413,930000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.0996401600338409
17417,1980000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.050434137711762604
17418,1.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.14322259008480326
17419,450000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.12213434166679096
17421,1107250.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.09133371483709006
17422,1110000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.09120484192148462
17423,820000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.10479507665805862
17424,1600000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06824203150451474
17426,1575000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06941360346456422
17427,715000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.10971567889026644
17431,950000.0,S2,brooklyn,Bedford-Stuyvesant (South),-0.09870290246580131
17432,1210000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.08651855408128668
17433,925000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.09987447442585079
17434,815000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.10502939105006852
17437,1195000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.08722149725731637
17438,10.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.14322216831889764
17439,1250000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.08464403894520751
17440,739000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10859096980861895
17441,830000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10432644787403883
17443,1300000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.08230089502510854
17444,999500.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09638318998490333
17445,925000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.09987447442585079
17446,1362500.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.07937196512498483
17447,10000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.14275400816366188
17449,775000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10690390618614769
17450,820000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10479507665805862
17453,499000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.11983806062509399
17454,1070000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09307935705756379
17456,650000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.1127617659863951
17457,960000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09823427368178152
17462,935000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.099405845641831
17463,1395000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.07784892157692051
17464,765000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.10737253497016748
17465,340000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.1272892582910087
17466,1130000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09026758435344502
17467,329000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.12780474995343047
17469,9000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.14280087104206385
17470,790000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.106200963010118
17471,127000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.13727105139063028
17472,660000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.11229313720237531
17473,10.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.14322216831889764
17474,105780.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.1382654816703203
17476,1061000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.0935011229631816
17478,670000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.11182450841835552
17479,1038000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.09457896916642712
17480,975000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.09753133050575183
17481,999000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.09640662142410432
17485,790000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.106200963010118
17487,980000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09729701611374193
17489,1035000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.09471955780163306
17490,522000.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.11876021442184846
17491,680000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.11135587963433573
17492,805000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.10549801983408831
17495,500000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.119791197746692
17496,900000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.10104604638590027
17497,1040000.0,B2,brooklyn,Bedford-Stuyvesant (South),-0.09448524340962317
17498,313500.0,B9,brooklyn,Bedford-Stuyvesant (South),-0.12853112456866114
17499,735000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10877842132222686
17500,915000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10034310320987058
17506,855000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10315487591398934
17507,840000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10385781909001904
17511,514000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11913511744906428
17512,500.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.14319920550848067
17513,28000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.14191047635242623
17514,1000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.14317577406927967
17515,794235.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10600249872008562
17516,988000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.0969221130865261
17517,510000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11932256896267221
17518,645000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.112996080378405
17519,1200000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.08698718286530648
17520,650000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.1127617659863951
17522,850000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10338919030599923
17523,860000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10292056152197944
17524,156156.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.13590471730794218
17525,826560.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10448765617574163
17526,990000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09682838732972213
17527,950000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09870290246580131
17529,685000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11112156524232583
17530,1100000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09167347070550441
17531,780000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10666959179413779
17534,35000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.14158243620361238
17538,845000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10362350469800914
17539,825000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10456076226604873
17540,1200000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.08698718286530648
17541,1150000.0,C0,brooklyn,Bushwick (South),-0.08933032678540544
17543,14187500.0,C0,brooklyn,Bushwick (South),0.5216444503804
17544,1700000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.06355574366431681
17547,1795000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.059103770216128775
17550,1055000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09378230023359348
17553,840000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10385781909001904
17555,927000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09978074866904683
17559,475000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.12096276970674148
17560,830000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10432644787403883
17561,850050.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10338684716207915
17562,810000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10526370544207841
17564,1550000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.0705851754246137
17567,1100000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09167347070550441
17568,626224.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11387597778328057
17569,438000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.12269669620761472
17570,995000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09659407293771223
17571,10.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.14322216831889764
17572,534000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.1181978598810247
17573,700000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11041862206629614
17574,700000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11041862206629614
17575,1075000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09284504266555389
17576,1200000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.08698718286530648
17577,750000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10807547814619717
17579,567000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11665138489375938
17580,10.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.14322216831889764
17584,495000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.1200255121387019
17585,1250000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.08464403894520751
17588,600000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.11510490990649407
17589,1110000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09120484192148462
17591,936790.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09932196108949146
17593,999000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09640662142410432
17594,1170000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.08839306921736585
17596,1258000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.08426913591799168
17597,1125000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09050189874545492
17599,1435000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.07597440644084133
17601,408333.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.12408697722116624
17602,1125000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.09050189874545492
17603,784000.0,C0,brooklyn,Bedford-Stuyvesant (South),-0.10648214028052988
17606,980000.0,V0,brooklyn,Bedford-Stuyvesant (South),-0.09729701611374193
17608,980000.0,V0,brooklyn,Bedford-Stuyvesant (South),-0.09729701611374193
17610,100000.0,V0,brooklyn,Bedford-Stuyvesant (South),-0.13853634910748372
17611,14187500.0,V0,brooklyn,Bushwick (South),0.5216444503804
17612,366978.0,V0,brooklyn,Bedford-Stuyvesant (South),-0.1260249915574801
17613,1130000.0,V0,brooklyn,Bedford-Stuyvesant (South),-0.09026758435344502
17614,987500.0,V0,brooklyn,Bedford-Stuyvesant (South),-0.09694554452572708
17615,195000.0,G0,brooklyn,Bedford-Stuyvesant (South),-0.1340843756592957
17616,987500.0,Z0,brooklyn,Bedford-Stuyvesant (South),-0.09694554452572708
17617,315138.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.1284543631738387
17618,1999999.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.04949692700660142
17619,1999999.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.04949692700660142
17620,1999999.0,C7,brooklyn,Bedford-Stuyvesant (South),-0.04949692700660142
17622,2165269.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.041751899093106296
17623,3807956.0,C1,brooklyn,Bedford-Stuyvesant (South),0.03522914204040592
17624,660323.0,C3,brooklyn,Bedford-Stuyvesant (South),-0.11227800049265146
17626,14187500.0,C7,brooklyn,Bushwick (South),0.5216444503804
17627,14187500.0,C2,brooklyn,Bushwick (South),0.5216444503804
17628,14187500.0,C2,brooklyn,Bushwick (South),0.5216444503804
17629,14187500.0,C7,brooklyn,Bushwick (South),0.5216444503804
17630,1950000.0,C3,brooklyn,Bedford-Stuyvesant (South),-0.05184002406382198
17631,1400000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.07761460718491062
17635,14187500.0,C3,brooklyn,Bedford-Stuyvesant (South),0.5216444503804
17636,1700000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.06355574366431681
17637,1300000.0,C3,brooklyn,Bedford-Stuyvesant (South),-0.08230089502510854
17638,1220000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.08604992529726689
17641,2625000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.02020758114248594
17642,4150000.0,C2,brooklyn,Bedford-Stuyvesant (South),0.051258308420532535
17643,1675000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.0647273156243663
17644,1625000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.06707045954446526
17647,340000.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.1272892582910087
17648,1320000.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.08136363745706895
17650,940000.0,C2,brooklyn,Bedford-Stuyvesant (South),-0.0991715312498211
17651,1350000.0,C1,brooklyn,Bedford-Stuyvesant (South),-0.07995775110500958
17656,486000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.1204472780443197
17657,449000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.12218120454519295
17658,600000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.11510490990649407
17660,605000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.11487059551448417
17661,570000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.11651079625855344
17662,389000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.1249929772493117
17663,550000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.11744805382659304
17664,446160.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.12231429511985457
17665,605000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.11487059551448417
17666,335000.0,R2,brooklyn,Bedford-Stuyvesant (South),-0.1275235726830186
17667,667773.0,R4,brooklyn,Bedford-Stuyvesant (South),-0.11192887204855673
17668,449280.0,R4,brooklyn,Bedford-Stuyvesant (South),-0.12216808293924039
17669,739000.0,R4,brooklyn,Bedford-Stuyvesant (South),-0.10859096980861895
17670,608609.0,R4,brooklyn,Bedford-Stuyvesant (South),-0.11470146738633143
17671,435006.0,R4,brooklyn,Bedford-Stuyvesant (South),-0.12283700366555024
17673,700000.0,S3,brooklyn,Bedford-Stuyvesant (South),-0.11041862206629614
17674,1780000.0,S3,brooklyn,Bushwick (South),-0.05980671339215847
17676,1630000.0,S9,brooklyn,Bedford-Stuyvesant (South),-0.06683614515245537
17677,750000.0,S9,brooklyn,Bedford-Stuyvesant (South),-0.10807547814619717
17678,1200000.0,S9,brooklyn,Bedford-Stuyvesant (South),-0.08698718286530648
17679,3100000.0,S9,brooklyn,Bedford-Stuyvesant (South),0.0020522860984542417
17681,880000.0,S9,brooklyn,Bedford-Stuyvesant (South),-0.10198330395393986
17683,1090000.0,S3,brooklyn,Bedford-Stuyvesant (South),-0.0921420994895242
17684,1075000.0,S9,brooklyn,East New York,-0.09284504266555389
17685,560000.0,R1,brooklyn,Bushwick (South),-0.11697942504257325
17686,600000.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.11510490990649407
17687,481650.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.12065113156536832
17688,445146.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.12236181407855418
17689,524399.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.1186477903765621
17690,445146.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.12236181407855418
17691,544764.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.1176934278579058
17692,442073.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.12250582370388345
17693,544764.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.1176934278579058
17694,495000.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.1200255121387019
17695,495000.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.1200255121387019
17696,625000.0,R1,brooklyn,Bedford-Stuyvesant (South),-0.11393333794644459
17697,6200000.0,O2,brooklyn,Bedford-Stuyvesant (South),0.14732720914459016
17702,2500000.0,O5,brooklyn,Bushwick (South),-0.026065440942733352
17703,1995000.0,O5,brooklyn,Bushwick (South),-0.04973119453573291
17704,330000.0,K4,brooklyn,Brownsville,-0.1277578870750285
17706,312000.0,K4,brooklyn,Brownsville,-0.1286014188862641
17707,500.0,K4,brooklyn,Bedford-Stuyvesant (South),-0.14319920550848067
17708,1080000.0,K4,brooklyn,Bedford-Stuyvesant (South),-0.092610728273544
17710,55000.0,K4,brooklyn,Bedford-Stuyvesant (South),-0.1406451786355728
17713,30000.0,G1,brooklyn,Bedford-Stuyvesant (South),-0.1418167505956223
17714,12500000.0,G2,brooklyn,Bedford-Stuyvesant (South),0.4425633430770599
17715,700000.0,G1,brooklyn,Bedford-Stuyvesant (South),-0.11041862206629614
17718,1999999.0,V1,brooklyn,Bedford-Stuyvesant (South),-0.04949692700660142
17719,3250000.0,V1,brooklyn,Bedford-Stuyvesant (South),0.009081717858751141
17720,100.0,V1,brooklyn,Bedford-Stuyvesant (South),-0.14321795065984147
17721,713067.0,I9,brooklyn,Bedford-Stuyvesant (South),-0.10980626483421747
17722,2200000.0,M1,brooklyn,Bedford-Stuyvesant (South),-0.04012430446332715
17723,1725000.0,M1,brooklyn,Bedford-Stuyvesant (South),-0.06238417170426733
17724,720000.0,M1,brooklyn,Bedford-Stuyvesant (South),-0.10948136449825654
17725,650000.0,Z9,brooklyn,Bushwick (South),-0.1127617659863951
17726,900000.0,A5,brooklyn,Kensington,-0.10104604638590027
17727,400000.0,A1,brooklyn,Kensington,-0.12447748558688994
17728,1699000.0,A1,brooklyn,Kensington,-0.06360260654271879
17729,1645000.0,A1,brooklyn,Kensington,-0.06613320197642568
17730,1750000.0,A1,brooklyn,Kensington,-0.06121259974421785
17733,900000.0,A1,brooklyn,Kensington,-0.10104604638590027
17734,1607000.0,S1,brooklyn,Kensington,-0.06791399135570089
17738,1500000.0,A1,brooklyn,Kensington,-0.07292831934471268
17740,1700000.0,A1,brooklyn,Kensington,-0.06355574366431681
17741,970000.0,A1,brooklyn,Kensington,-0.09776564489776172
17742,1095000.0,A5,brooklyn,Kensington,-0.09190778509751431
17743,1460000.0,A1,brooklyn,Kensington,-0.07480283448079185
17748,995000.0,A1,brooklyn,Kensington,-0.09659407293771223
17750,1025000.0,A9,brooklyn,Kensington,-0.09518818658565285
17751,990000.0,A1,brooklyn,Kensington,-0.09682838732972213
17752,999000.0,S1,brooklyn,Kensington,-0.09640662142410432
17753,750000.0,A5,brooklyn,Midwood,-0.10807547814619717
17758,29800.0,A5,brooklyn,Midwood,-0.1418261231713027
17759,990000.0,A5,brooklyn,Midwood,-0.09682838732972213
17760,987000.0,A5,brooklyn,Midwood,-0.09696897596492807
17763,400000.0,A5,brooklyn,Midwood,-0.12447748558688994
17767,550000.0,A9,brooklyn,Midwood,-0.11744805382659304
17768,1125000.0,A9,brooklyn,Midwood,-0.09050189874545492
17771,1330000.0,A1,brooklyn,Midwood,-0.08089500867304916
17773,792000.0,A5,brooklyn,Midwood,-0.10610723725331404
17775,859000.0,A1,brooklyn,Midwood,-0.10296742440038142
17778,1600000.0,A9,brooklyn,Midwood,-0.06824203150451474
17779,800000.0,A2,brooklyn,Midwood,-0.1057323342260982
17781,775000.0,A9,brooklyn,Midwood,-0.10690390618614769
17782,915000.0,A9,brooklyn,Midwood,-0.10034310320987058
17783,1355000.0,A5,brooklyn,Midwood,-0.07972343671299968
17784,1150500.0,A9,brooklyn,Midwood,-0.08930689534620445
17786,905000.0,A1,brooklyn,Midwood,-0.10081173199389037
17787,1163359.0,A1,brooklyn,Midwood,-0.0887042855928334
17788,1417000.0,A1,brooklyn,Midwood,-0.07681793825207696
17790,1999500.0,A1,brooklyn,Midwood,-0.049520311582924005
17792,5500000.0,A3,brooklyn,Midwood,0.11452319426320462
17793,2600000.0,A1,brooklyn,Midwood,-0.02137915310253542
17794,2100000.0,A1,brooklyn,Midwood,-0.04481059230352508
17795,1200000.0,A1,brooklyn,Midwood,-0.08698718286530648
17796,37973.0,A1,brooklyn,Midwood,-0.1414431128661233
17798,1250000.0,A1,brooklyn,Midwood,-0.08464403894520751
17801,1200000.0,A1,brooklyn,Midwood,-0.08698718286530648
17802,1250000.0,A9,brooklyn,Midwood,-0.08464403894520751
17803,990000.0,A9,brooklyn,Midwood,-0.09682838732972213
17805,3500000.0,A1,brooklyn,Midwood,0.020797437459245973
17806,4000000.0,A1,brooklyn,Midwood,0.04422887666023563
17807,4000000.0,A1,brooklyn,Midwood,0.04422887666023563
17809,4500000.0,A3,brooklyn,Midwood,0.0676603158612253
17810,2700000.0,A1,brooklyn,Midwood,-0.01669286526233749
17813,910000.0,A9,brooklyn,Midwood,-0.10057741760188048
17819,1950000.0,A1,brooklyn,Midwood,-0.05184002406382198
17820,998000.0,A5,brooklyn,Midwood,-0.0964534843025063
17822,760000.0,A9,brooklyn,Midwood,-0.10760684936217738
