,Sale Price,Building Class At Time Of Sale,City,Neighbourhood,z_value_prices
864,240000.0,D4,brooklyn,Bay Ridge,-0.13197554613120663
865,175000.0,D4,brooklyn,Bay Ridge,-0.1350216332273353
866,150000.0,D4,brooklyn,Bay Ridge,-0.13619320518738476
867,80000.0,D4,brooklyn,Bay Ridge,-0.13947360667552333
868,390000.0,D4,brooklyn,Bay Ridge,-0.12494611437090973
869,265000.0,D4,brooklyn,Bay Ridge,-0.13080397417115713
870,312000.0,D4,brooklyn,Bay Ridge,-0.1286014188862641
871,375000.0,D4,brooklyn,Bay Ridge,-0.12564905754693942
872,340000.0,D4,brooklyn,Bay Ridge,-0.1272892582910087
873,310000.0,D4,brooklyn,Bay Ridge,-0.12869514464306808
874,305000.0,D4,brooklyn,Bay Ridge,-0.12892945903507796
875,343500.0,D4,brooklyn,Bay Ridge,-0.12712523821660177
876,260688.0,D4,brooklyn,Bay Ridge,-0.13100604690282647
877,560000.0,D4,brooklyn,Bay Ridge,-0.11697942504257325
878,348000.0,D4,brooklyn,Bay Ridge,-0.12691435526379286
879,280000.0,D4,brooklyn,Bay Ridge,-0.13010103099512746
880,728319.0,D4,brooklyn,Bay Ridge,-0.10909151221283049
881,699000.0,D4,brooklyn,Bay Ridge,-0.11046548494469811
882,365000.0,D4,brooklyn,Bay Ridge,-0.1261176863309592
883,355000.0,D4,brooklyn,Bay Ridge,-0.126586315114979
884,410000.0,D4,brooklyn,Bay Ridge,-0.12400885680287015
885,365000.0,D4,brooklyn,Bay Ridge,-0.1261176863309592
886,420000.0,D4,brooklyn,Bay Ridge,-0.12354022801885035
887,350000.0,D4,brooklyn,Bay Ridge,-0.1268206295069889
888,400000.0,D4,brooklyn,Bay Ridge,-0.12447748558688994
889,332500.0,D4,brooklyn,Bay Ridge,-0.12764072987902353
890,535000.0,D4,brooklyn,Bay Ridge,-0.11815099700262273
891,310000.0,D4,brooklyn,Bay Ridge,-0.12869514464306808
892,305000.0,D4,brooklyn,Bay Ridge,-0.12892945903507796
893,390000.0,D4,brooklyn,Bay Ridge,-0.12494611437090973
894,300000.0,D4,brooklyn,Bay Ridge,-0.12916377342708787
895,300000.0,D4,brooklyn,Dyker Heights,-0.12916377342708787
896,321000.0,D4,brooklyn,Dyker Heights,-0.1281796529806463
897,269000.0,D4,brooklyn,Dyker Heights,-0.13061652265754922
898,440000.0,D4,brooklyn,Bay Ridge,-0.12260297045081076
899,245000.0,D4,brooklyn,Bay Ridge,-0.13174123173919672
900,440000.0,D4,brooklyn,Bay Ridge,-0.12260297045081076
901,285000.0,D4,brooklyn,Bay Ridge,-0.12986671660311755
902,215000.0,D4,brooklyn,Bay Ridge,-0.13314711809125612
903,299999.0,D4,brooklyn,Bay Ridge,-0.12916382028996626
904,495000.0,D4,brooklyn,Bay Ridge,-0.1200255121387019
905,445000.0,D4,brooklyn,Bay Ridge,-0.12236865605880086
906,485000.0,D4,brooklyn,Bay Ridge,-0.12049414092272169
907,459000.0,D4,brooklyn,Bay Ridge,-0.12171257576117316
908,405000.0,D4,brooklyn,Bay Ridge,-0.12424317119488004
909,400000.0,D4,brooklyn,Bay Ridge,-0.12447748558688994
910,425000.0,D4,brooklyn,Bay Ridge,-0.12330591362684046
911,575000.0,D4,brooklyn,Bay Ridge,-0.11627648186654355
912,390000.0,D4,brooklyn,Bay Ridge,-0.12494611437090973
913,540000.0,D4,brooklyn,Bay Ridge,-0.11791668261061283
914,330000.0,D4,brooklyn,Bay Ridge,-0.1277578870750285
915,340000.0,D4,brooklyn,Bay Ridge,-0.1272892582910087
916,305000.0,D4,brooklyn,Bay Ridge,-0.12892945903507796
917,290000.0,D4,brooklyn,Bay Ridge,-0.12963240221110767
918,300000.0,D4,brooklyn,Bay Ridge,-0.12916377342708787
919,298000.0,D4,brooklyn,Bay Ridge,-0.12925749918389182
920,195000.0,D4,brooklyn,Bay Ridge,-0.1340843756592957
921,320000.0,D4,brooklyn,Bay Ridge,-0.1282265158590483
922,210000.0,D4,brooklyn,Bay Ridge,-0.133381432483266
923,175000.0,D4,brooklyn,Bay Ridge,-0.1350216332273353
924,312500.0,D4,brooklyn,Bay Ridge,-0.1285779874470631
925,425000.0,D4,brooklyn,Bay Ridge,-0.12330591362684046
926,216000.0,D4,brooklyn,Bay Ridge,-0.13310025521285412
927,380000.0,D4,brooklyn,Bay Ridge,-0.1254147431549295
928,786500.0,D4,brooklyn,Bay Ridge,-0.10636498308452493
930,1250000.0,D4,brooklyn,Bay Ridge,-0.08464403894520751
933,427500.0,D4,brooklyn,Bay Ridge,-0.1231887564308355
934,385000.0,D4,brooklyn,Bay Ridge,-0.12518042876291963
935,350000.0,D4,brooklyn,Bay Ridge,-0.1268206295069889
936,873000.0,D4,brooklyn,Bay Ridge,-0.10231134410275372
937,449000.0,D4,brooklyn,Bay Ridge,-0.12218120454519295
938,497000.0,D4,brooklyn,Bay Ridge,-0.11993178638189794
939,295500.0,D4,brooklyn,Bay Ridge,-0.12937465637989679
941,320000.0,D4,brooklyn,Bay Ridge,-0.1282265158590483
942,410000.0,D4,brooklyn,Bay Ridge,-0.12400885680287015
944,330000.0,D4,brooklyn,Bay Ridge,-0.1277578870750285
945,80516.0,D4,brooklyn,Bay Ridge,-0.1394494254302679
946,362000.0,D4,brooklyn,Bay Ridge,-0.12625827496616515
947,350000.0,D4,brooklyn,Bay Ridge,-0.1268206295069889
949,428000.0,D4,brooklyn,Bay Ridge,-0.12316532499163452
951,429000.0,D4,brooklyn,Bay Ridge,-0.12311846211323253
952,355000.0,D4,brooklyn,Bay Ridge,-0.126586315114979
954,510000.0,D4,brooklyn,Bay Ridge,-0.11932256896267221
955,290000.0,D4,brooklyn,Bay Ridge,-0.12963240221110767
956,367500.0,D4,brooklyn,Bay Ridge,-0.12600052913495427
957,515000.0,D4,brooklyn,Bay Ridge,-0.11908825457066231
958,399000.0,D4,brooklyn,Bay Ridge,-0.12452434846529191
959,180000.0,D4,brooklyn,Bay Ridge,-0.13478731883532538
960,340000.0,D4,brooklyn,Bay Ridge,-0.1272892582910087
961,625000.0,D4,brooklyn,Bay Ridge,-0.11393333794644459
962,400000.0,D4,brooklyn,Bay Ridge,-0.12447748558688994
963,349000.0,D4,brooklyn,Bay Ridge,-0.12686749238539088
964,175000.0,D4,brooklyn,Bay Ridge,-0.1350216332273353
965,695000.0,D4,brooklyn,Bay Ridge,-0.11065293645830604
966,540000.0,D4,brooklyn,Bay Ridge,-0.11791668261061283
967,150000.0,D4,brooklyn,Bay Ridge,-0.13619320518738476
968,200000.0,D4,brooklyn,Bay Ridge,-0.1338500612672858
969,700000.0,D4,brooklyn,Bay Ridge,-0.11041862206629614
970,393820.0,D4,brooklyn,Bay Ridge,-0.12476709817541416
971,350000.0,D4,brooklyn,Bay Ridge,-0.1268206295069889
972,300000.0,D4,brooklyn,Bay Ridge,-0.12916377342708787
973,247690.0,D4,brooklyn,Bay Ridge,-0.1316151705962954
974,338000.0,D4,brooklyn,Bay Ridge,-0.12738298404781265
975,185000.0,D4,brooklyn,Bay Ridge,-0.1345530044433155
976,510000.0,D4,brooklyn,Bay Ridge,-0.11932256896267221
977,485000.0,D4,brooklyn,Bay Ridge,-0.12049414092272169
978,555000.0,D4,brooklyn,Bay Ridge,-0.11721373943458314
979,405000.0,D4,brooklyn,Bay Ridge,-0.12424317119488004
980,370000.0,D4,brooklyn,Bay Ridge,-0.1258833719389493
981,353000.0,D4,brooklyn,Bay Ridge,-0.12668004087178297
982,330000.0,D4,brooklyn,Bay Ridge,-0.1277578870750285
983,346000.0,D4,brooklyn,Bay Ridge,-0.12700808102059682
984,180000.0,D4,brooklyn,Bay Ridge,-0.13478731883532538
985,235000.0,D4,brooklyn,Bay Ridge,-0.1322098605232165
986,264000.0,D4,brooklyn,Bay Ridge,-0.13085083704955913
987,242000.0,D4,brooklyn,Bay Ridge,-0.13188182037440266
988,124430.0,D4,brooklyn,Bay Ridge,-0.13739148898812337
989,166500.0,D4,brooklyn,Bay Ridge,-0.1354199676937521
990,152100.0,D4,brooklyn,Bay Ridge,-0.13609479314274062
991,225000.0,D4,brooklyn,Bay Ridge,-0.1326784893072363
992,285000.0,D4,brooklyn,Bay Ridge,-0.12986671660311755
993,340000.0,D4,brooklyn,Bay Ridge,-0.1272892582910087
994,350000.0,D4,brooklyn,Bay Ridge,-0.1268206295069889
996,347500.0,D4,brooklyn,Bay Ridge,-0.12693778670299385
997,440000.0,D4,brooklyn,Bay Ridge,-0.12260297045081076
998,353000.0,D4,brooklyn,Bay Ridge,-0.12668004087178297
999,375000.0,D4,brooklyn,Bay Ridge,-0.12564905754693942
1000,670000.0,D4,brooklyn,Bay Ridge,-0.11182450841835552
1001,225000.0,D4,brooklyn,Bay Ridge,-0.1326784893072363
1003,430000.0,D4,brooklyn,Bay Ridge,-0.12307159923483055
1004,1025000.0,D4,brooklyn,Bay Ridge,-0.09518818658565285
1005,270000.0,D4,brooklyn,Bay Ridge,-0.13056965977914725
1006,580000.0,D4,brooklyn,Bay Ridge,-0.11604216747453365
1007,440000.0,D4,brooklyn,Bay Ridge,-0.12260297045081076
1008,475000.0,D4,brooklyn,Bay Ridge,-0.12096276970674148
1009,425000.0,D4,brooklyn,Bay Ridge,-0.12330591362684046
1012,225000.0,D4,brooklyn,Bay Ridge,-0.1326784893072363
1013,235000.0,D4,brooklyn,Bay Ridge,-0.1322098605232165
1014,305000.0,D4,brooklyn,Bay Ridge,-0.12892945903507796
1015,218000.0,D4,brooklyn,Bay Ridge,-0.13300652945605018
1018,800000.0,R4,brooklyn,Sunset Park,-0.1057323342260982
1019,700000.0,R4,brooklyn,Sunset Park,-0.11041862206629614
1020,850000.0,R4,brooklyn,Sunset Park,-0.10338919030599923
1021,995000.0,R4,brooklyn,Sunset Park,-0.09659407293771223
1022,785000.0,R4,brooklyn,Sunset Park,-0.1064352774021279
1023,910000.0,R4,brooklyn,Bay Ridge,-0.10057741760188048
1024,995000.0,R4,brooklyn,Bay Ridge,-0.09659407293771223
1025,1905000.0,R4,brooklyn,Bay Ridge,-0.05394885359191105
1026,456300.0,R4,brooklyn,Sunset Park,-0.1218391055328585
1027,501171.0,R4,brooklyn,Sunset Park,-0.11973632131608328
1028,626224.0,R4,brooklyn,Sunset Park,-0.11387597778328057
1029,767099.0,R4,brooklyn,Sunset Park,-0.10727416978840172
1030,834965.0,R4,brooklyn,Sunset Park,-0.10409377368277299
1031,619096.0,R4,brooklyn,Bay Ridge,-0.11421001638052987
1032,702593.0,R4,brooklyn,Bay Ridge,-0.11029710662259981
1033,885000.0,R4,brooklyn,Bay Ridge,-0.10174898956192996
1034,804418.0,R4,brooklyn,Bay Ridge,-0.10552529402931826
1035,916425.0,R4,brooklyn,Bay Ridge,-0.10027632360814775
1036,739250.0,R4,brooklyn,Bay Ridge,-0.10857925408901845
1037,1058980.0,R4,brooklyn,Bay Ridge,-0.0935957859775536
1038,896060.0,R4,brooklyn,Bay Ridge,-0.10123068612680407
1039,899000.0,R4,brooklyn,Bay Ridge,-0.10109290926430226
1040,945000.0,R4,brooklyn,Bay Ridge,-0.0989372168578112
1041,884490.0,R4,brooklyn,Bay Ridge,-0.10177288962991497
1042,620000.0,R4,brooklyn,Bay Ridge,-0.11416765233845448
1044,695000.0,R4,brooklyn,Bay Ridge,-0.11065293645830604
1045,989000.0,R4,brooklyn,Bay Ridge,-0.09687525020812411
1046,615000.0,R4,brooklyn,Bay Ridge,-0.11440196673046438
1047,1050000.0,R4,brooklyn,Bay Ridge,-0.09401661462560337
1048,795000.0,R4,brooklyn,Bay Ridge,-0.1059666486181081
1049,890000.0,R4,brooklyn,Bay Ridge,-0.10151467516992006
1050,352450.0,R4,brooklyn,Bay Ridge,-0.12670581545490406
1051,875000.0,R4,brooklyn,Bay Ridge,-0.10221761834594975
1052,10.0,R4,brooklyn,Bay Ridge,-0.14322216831889764
1053,738000.0,R4,brooklyn,Bay Ridge,-0.10863783268702092
1054,760000.0,R4,brooklyn,Bay Ridge,-0.10760684936217738
1055,751000.0,R4,brooklyn,Bay Ridge,-0.1080286152677952
1056,599000.0,R4,brooklyn,Bay Ridge,-0.11515177278489605
1057,750000.0,R4,brooklyn,Bay Ridge,-0.10807547814619717
1058,530000.0,R4,brooklyn,Bay Ridge,-0.11838531139463263
1059,685000.0,R4,brooklyn,Bay Ridge,-0.11112156524232583
1060,1600000.0,S3,brooklyn,Sunset Park,-0.06824203150451474
1062,2500000.0,S9,brooklyn,Bay Ridge,-0.026065440942733352
1070,985000.0,R1,brooklyn,Bay Ridge,-0.09706270172173202
1071,618000.0,R1,brooklyn,Dyker Heights,-0.11426137809525844
1073,715000.0,R1,brooklyn,Dyker Heights,-0.10971567889026644
1074,450000.0,R9,brooklyn,Bay Ridge,-0.12213434166679096
1075,450000.0,R9,brooklyn,Bay Ridge,-0.12213434166679096
1076,10.0,O8,brooklyn,Bay Ridge,-0.14322216831889764
1079,9600000.0,K1,brooklyn,Borough Park,0.30666099571131983
1080,9600000.0,K1,brooklyn,Borough Park,0.30666099571131983
1081,1200000.0,K4,brooklyn,Sunset Park,-0.08698718286530648
1083,1493863.0,K4,brooklyn,Dyker Heights,-0.07321591682946563
1084,25000000.0,K5,brooklyn,Dyker Heights,1.0283493231018015
1086,2000000.0,G2,brooklyn,Sunset Park,-0.04949688014372301
1087,5650000.0,G4,brooklyn,Dyker Heights,0.12155262602350152
1088,25000000.0,G7,brooklyn,Dyker Heights,1.0283493231018015
1089,5200000.0,G4,brooklyn,Bay Ridge,0.10046433074261082
1090,1000000.0,E9,brooklyn,Borough Park,-0.09635975854570233
1092,10000.0,V1,brooklyn,Sunset Park,-0.14275400816366188
1093,4650000.0,M1,brooklyn,Sunset Park,0.0746897476215222
1094,850000.0,RP,brooklyn,Sunset Park,-0.10338919030599923
1095,800000.0,RP,brooklyn,Sunset Park,-0.1057323342260982
1096,834965.0,RG,brooklyn,Sunset Park,-0.10409377368277299
1097,767099.0,RG,brooklyn,Sunset Park,-0.10727416978840172
1098,626224.0,RG,brooklyn,Sunset Park,-0.11387597778328057
1099,995000.0,RP,brooklyn,Bay Ridge,-0.09659407293771223
1100,960000.0,RP,brooklyn,Bay Ridge,-0.09823427368178152
1101,825000.0,RP,brooklyn,Bay Ridge,-0.10456076226604873
1102,1410000.0,RP,brooklyn,Bay Ridge,-0.07714597840089081
1103,1200000.0,RP,brooklyn,Bay Ridge,-0.08698718286530648
1104,518086.0,RG,brooklyn,Bay Ridge,-0.1189436357279138
1105,539673.0,RG,brooklyn,Bay Ridge,-0.11793200677185027
1106,625000.0,RG,brooklyn,Bay Ridge,-0.11393333794644459
1107,885000.0,RP,brooklyn,Bay Ridge,-0.10174898956192996
1108,804418.0,RP,brooklyn,Bay Ridge,-0.10552529402931826
1109,896060.0,RP,brooklyn,Bay Ridge,-0.10123068612680407
1110,1058980.0,RP,brooklyn,Bay Ridge,-0.0935957859775536
1111,739250.0,RP,brooklyn,Bay Ridge,-0.10857925408901845
1112,619096.0,RP,brooklyn,Bay Ridge,-0.11421001638052987
1113,916425.0,RP,brooklyn,Bay Ridge,-0.10027632360814775
1114,702593.0,RP,brooklyn,Bay Ridge,-0.11029710662259981
1115,625000.0,RP,brooklyn,Bay Ridge,-0.11393333794644459
1116,884490.0,RG,brooklyn,Bay Ridge,-0.10177288962991497
1117,90000.0,RG,brooklyn,Bay Ridge,-0.1390049778915035
1118,795000.0,RG,brooklyn,Bay Ridge,-0.1059666486181081
1119,81120.0,RG,brooklyn,Bay Ridge,-0.1394211202517131
1120,500000.0,RG,brooklyn,Bay Ridge,-0.119791197746692
1123,550000.0,RP,brooklyn,Bay Ridge,-0.11744805382659304
1124,699000.0,RP,brooklyn,Bay Ridge,-0.11046548494469811
1125,540000.0,RP,brooklyn,Bay Ridge,-0.11791668261061283
1126,352450.0,RG,brooklyn,Bay Ridge,-0.12670581545490406
1127,875000.0,RP,brooklyn,Bay Ridge,-0.10221761834594975
1128,10.0,RP,brooklyn,Bay Ridge,-0.14322216831889764
1129,685000.0,RP,brooklyn,Bay Ridge,-0.11112156524232583
1130,744000.0,RK,brooklyn,Bay Ridge,-0.10835665541660905
1131,710000.0,S1,brooklyn,Williamsburg (South),-0.10994999328227634
1133,4000.0,A4,brooklyn,Bushwick (South),-0.14303518543407376
1134,1410000.0,A4,brooklyn,Bushwick (South),-0.07714597840089081
1136,10.0,A4,brooklyn,Bushwick (South),-0.14322216831889764
1137,5000.0,A9,brooklyn,Bushwick (South),-0.14298832255567176
1138,2000.0,A9,brooklyn,Bushwick (South),-0.1431289111908777
1139,5000.0,A9,brooklyn,Bushwick (South),-0.14298832255567176
1140,995000.0,A5,brooklyn,Bushwick (South),-0.09659407293771223
1141,189270.0,A9,brooklyn,Bushwick (South),-0.13435289995253905
1142,775000.0,A9,brooklyn,Bushwick (South),-0.10690390618614769
1143,1690000.0,A4,brooklyn,Bushwick (South),-0.0640243724483366
1144,660000.0,A5,brooklyn,Bushwick (South),-0.11229313720237531
1145,1300000.0,A5,brooklyn,Bushwick (South),-0.08230089502510854
1146,600000.0,A9,brooklyn,Bedford-Stuyvesant (South),-0.11510490990649407
1150,1055000.0,A5,brooklyn,Bedford-Stuyvesant (South),-0.09378230023359348
1151,19900000.0,S1,brooklyn,Crown Heights (North),0.7893486432517068
1152,975000.0,A5,brooklyn,Crown Heights (North),-0.09753133050575183
1153,780000.0,A5,brooklyn,Crown Heights (North),-0.10666959179413779
1154,765000.0,A9,brooklyn,Bedford-Stuyvesant (South),-0.10737253497016748
1156,625000.0,A5,brooklyn,Crown Heights (North),-0.11393333794644459
1157,770000.0,A5,brooklyn,Crown Heights (North),-0.10713822057815758
1158,100.0,A5,brooklyn,Crown Heights (North),-0.14321795065984147
1159,100000.0,A5,brooklyn,Crown Heights (North),-0.13853634910748372
1163,725000.0,A9,brooklyn,Williamsburg (South),-0.10924705010624665
1166,15000.0,A5,brooklyn,Bushwick (South),-0.14251969377165197
1167,22500.0,A5,brooklyn,Bushwick (South),-0.14216822218363712
1169,725000.0,A5,brooklyn,Bushwick (South),-0.10924705010624665
1170,1575000.0,A4,brooklyn,Bushwick (South),-0.06941360346456422
1171,250000.0,A4,brooklyn,Crown Heights (South),-0.13150691734718684
1172,2245000.0,A4,brooklyn,Crown Heights (South),-0.03801547493523808
1173,1100000.0,A4,brooklyn,Bushwick (South),-0.09167347070550441
1174,1100000.0,A4,brooklyn,Crown Heights (South),-0.09167347070550441
1176,300000.0,A4,brooklyn,Crown Heights (South),-0.12916377342708787
1177,975000.0,A9,brooklyn,Crown Heights (South),-0.09753133050575183
1179,10.0,S1,brooklyn,Crown Heights (South),-0.14322216831889764
1183,2375000.0,A9,brooklyn,Crown Heights (South),-0.03192330074298077
1184,2250000.0,A9,brooklyn,Crown Heights (South),-0.037781160543228186
1185,1720000.0,A9,brooklyn,Crown Heights (South),-0.06261848609627722
1191,1128508.0,A4,brooklyn,Crown Heights (North),-0.09033750376802079
1192,735000.0,A4,brooklyn,Crown Heights (North),-0.10877842132222686
1194,1200000.0,A1,brooklyn,Clinton Hill / Fort Greene,-0.08698718286530648
1198,1450000.0,A9,brooklyn,Prospect Heights,-0.07527146326481164
1199,1050000.0,B3,brooklyn,Williamsburg (South),-0.09401661462560337
1201,1000.0,B3,brooklyn,Williamsburg (South),-0.14317577406927967
1204,780000.0,B1,brooklyn,Bushwick (South),-0.10666959179413779
1208,14187500.0,B3,brooklyn,Williamsburg (South),0.5216444503804
1210,1096000.0,B1,brooklyn,Bushwick (South),-0.09186092221911232
1211,885000.0,B3,brooklyn,Bushwick (South),-0.10174898956192996
1213,810000.0,B9,brooklyn,Bushwick (South),-0.10526370544207841
1215,830000.0,B1,brooklyn,Bushwick (South),-0.10432644787403883
1216,915000.0,B9,brooklyn,Bushwick (South),-0.10034310320987058
1217,1115000.0,B9,brooklyn,Bushwick (South),-0.09097052752947472
1218,1250000.0,B3,brooklyn,Bushwick (South),-0.08464403894520751
1219,1568000.0,B3,brooklyn,Bushwick (South),-0.06974164361337808
1220,14187500.0,B3,brooklyn,Bushwick (South),0.5216444503804
1221,1100000.0,B9,brooklyn,Bushwick (South),-0.09167347070550441
1223,841000.0,B3,brooklyn,Bushwick (South),-0.10381095621161705
1225,20000.0,B3,brooklyn,Bushwick (South),-0.14228537937964209
1226,1999999.0,B3,brooklyn,Bushwick (South),-0.04949692700660142
1227,1550000.0,B3,brooklyn,Bushwick (South),-0.0705851754246137
1229,1060000.0,B9,brooklyn,Bushwick (South),-0.09354798584158358
1230,2150000.0,B3,brooklyn,Bushwick (South),-0.042467448383426115
1231,2300000.0,B3,brooklyn,Bushwick (South),-0.03543801662312922
1233,1299000.0,B3,brooklyn,Bushwick (South),-0.08234775790351052
1234,10.0,S2,brooklyn,Bushwick (South),-0.14322216831889764
1235,1900000.0,B3,brooklyn,Bushwick (South),-0.05418316798392095
1237,1058513.0,B3,brooklyn,Bushwick (South),-0.09361767094176732
1243,1220000.0,B9,brooklyn,Bushwick (South),-0.08604992529726689
1245,1611989.0,B1,brooklyn,Bushwick (South),-0.06768019245535342
1246,625000.0,B3,brooklyn,Bushwick (South),-0.11393333794644459
1247,1.0,B1,brooklyn,Bushwick (South),-0.14322259008480326
1248,1322500.0,B9,brooklyn,Bushwick (South),-0.08124648026106401
1250,800000.0,B3,brooklyn,Bushwick (South),-0.1057323342260982
1252,975000.0,B1,brooklyn,Bushwick (South),-0.09753133050575183
1253,1525000.0,B3,brooklyn,Bushwick (South),-0.0717567473846632
1254,918840.0,B1,brooklyn,Bushwick (South),-0.10016314975680699
1255,1220000.0,B3,brooklyn,Bushwick (South),-0.08604992529726689
1258,2100000.0,B3,brooklyn,Bushwick (South),-0.04481059230352508
1259,900000.0,B3,brooklyn,Bushwick (South),-0.10104604638590027
1261,2125000.0,B3,brooklyn,Bushwick (South),-0.0436390203434756
1266,950000.0,B1,brooklyn,Bushwick (South),-0.09870290246580131
1267,1950000.0,B2,brooklyn,Bushwick (South),-0.05184002406382198
1268,998980.0,B1,brooklyn,Bushwick (South),-0.09640755868167236
1270,850000.0,B3,brooklyn,Bushwick (South),-0.10338919030599923
1271,2500000.0,B3,brooklyn,Bushwick (South),-0.026065440942733352
1273,500000.0,B3,brooklyn,Bushwick (South),-0.119791197746692
1274,999900.0,B3,brooklyn,Bushwick (South),-0.09636444483354253
1275,1999000.0,B3,brooklyn,Bushwick (South),-0.049543743022125
1280,750000.0,B1,brooklyn,Bushwick (South),-0.10807547814619717
1281,1260000.0,S2,brooklyn,Bushwick (South),-0.08417541016118772
1282,900000.0,S2,brooklyn,Bushwick (South),-0.10104604638590027
1286,1200000.0,B1,brooklyn,Bushwick (South),-0.08698718286530648
1287,1525000.0,B3,brooklyn,Bushwick (South),-0.0717567473846632
1289,880000.0,B1,brooklyn,Bushwick (South),-0.10198330395393986
1290,1740000.0,B9,brooklyn,Bushwick (South),-0.06168122852823764
1291,1010000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09589112976168254
1292,35000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.14158243620361238
1293,1.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.14322259008480326
1294,1351350.0,B3,brooklyn,Bushwick (South),-0.07989448621916691
1296,485000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.12049414092272169
1299,1587000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06885124892374048
1300,1970000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.050902766495782396
1302,975000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09753133050575183
1303,190000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.1343186900513056
1304,964000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09804682216817359
1306,1544400.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.0708476075436648
1307,1350000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.07995775110500958
1308,1235000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.0853469821212372
1310,995000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09659407293771223
1311,790000.0,S2,brooklyn,Bedford-Stuyvesant (South),-0.106200963010118
1313,1650000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06589888758441578
1314,1454937.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.07504010123414107
1317,2050000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.04715373622362405
1318,1200000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.08698718286530648
1319,65000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.140176549851553
1320,1110000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09120484192148462
1321,1100000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.09167347070550441
1322,10.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.14322216831889764
1325,7500.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.14287116535966682
1328,1250000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.08464403894520751
1329,750000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.10807547814619717
1330,1630000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06683614515245537
1332,2200000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.04012430446332715
1334,1400000.0,B1,brooklyn,Bedford-Stuyvesant (South),-0.07761460718491062
1335,1650000.0,B3,brooklyn,Bedford-Stuyvesant (South),-0.06589888758441578
